district_code,state_abbr,district_name,latitude,longitude,winner_party_2024,winner_2024,open_seat,incumbent_running,rating,intercept_mean,intercept_sd,mean_margin_dem,approx_total_sd,dem_win_prob_analytic,gop_win_prob_analytic,finance_effect,raw_finance_effect,poll_count,poll_margin_mean,dem_candidate,rep_candidate,dem_cash_on_hand,rep_cash_on_hand,dem_receipts,rep_receipts,house_margin_2024,pres24_dem_margin,pres20_dem_margin,applied_open_seat_weight,applied_rating_weight,applied_finance_weight,applied_district_poll_weight,mean_margin_sim,median_margin_sim,p05_margin_sim,p95_margin_sim,dem_win_prob,gop_win_prob
CO-03,CO,CO-3,38.46,-106.91,REP,Jeff Hurd,False,False,lean_rep,-6.025690498841869,4.159080142189835,-0.9711207081634727,4.979242090551011,0.4226832276634752,0.5773167723365248,0.0,0.0,0,,,,,,,,-5.155975818671273,,,0.0,1.0,1.0,0.0,-0.9556666792330504,-0.9329041810133598,-9.132452213643953,7.218545080651784,0.42496,0.57504
CO-04,CO,CO-4,39.32,-103.25,REP,Lauren Boebert,False,False,likely_rep,-11.335802492059695,3.672719778153187,-6.281232701381299,4.580805031432202,0.0851551919291369,0.9148448080708631,0.0,0.0,0,,,,,,,,-12.128030023666042,,,0.0,1.0,1.0,0.0,-6.29775788437588,-6.285813446742154,-13.83801724207389,1.2231647278757116,0.08382,0.91618
CO-05,CO,CO-5,38.81,-104.66,REP,Jeff Crank,False,False,lean_rep,-9.405022375987317,4.159080142189835,-4.35045258530892,4.979242090551011,0.19113596975543024,0.8088640302445698,0.0,0.0,0,,,,,,,,-14.441334967735967,,,0.0,1.0,1.0,0.0,-4.327432796055416,-4.330118134212547,-12.432391554850962,3.8313791711919905,0.18948,0.81052
CO-06,CO,CO-6,39.68,-104.78,DEM,Jason Crow,False,False,,20.30065436861513,6.356099432828282,25.355224159293527,6.920614435666604,0.9998757128910919,0.00012428710890810546,0.0,0.0,0,,,,,,,,21.05715821537359,,,0.0,0.0,1.0,0.0,25.417787742953358,25.41266144585116,14.018939442809476,36.66395481046707,0.99986,0.00014
CO-07,CO,CO-7,38.86,-105.63,DEM,Brittany Pettersen,False,False,,14.897841990443176,6.356099432828282,19.952411781121572,6.920614435666604,0.9980307160756171,0.001969283924382892,0.0,0.0,0,,,,,,,,14.7009083587007,,,0.0,0.0,1.0,0.0,19.967430365971396,19.957018314979518,8.58189705412869,31.260159547146905,0.99798,0.00202
CO-08,CO,CO-8,40.18,-104.8,REP,Gabe Evans,False,False,lean_dem,0.1505206894696745,4.159080142189835,5.205090480148071,4.979242090551011,0.852071226342131,0.14792877365786905,0.0,0.0,0,,,,,,,,-0.7554188734418901,,,0.0,1.0,1.0,0.0,5.203540066358473,5.22682065043502,-3.0212021203625596,13.364262091993716,0.85102,0.14898
CT-01,CT,CT-1,41.81,-72.81,DEM,John B. Larson,True,False,,24.877337822885558,6.356099432828282,29.931907613563954,6.920614435666604,0.9999923746574528,7.625342547168401e-06,0.0,0.0,0,,,,,,,,26.441491690985856,,,1.0,0.0,1.0,0.0,29.8808201466078,29.881575902790125,18.518497233338202,41.196008935550964,1.0,0.0
CT-02,CT,CT-2,41.65,-72.21,DEM,Joe Courtney,False,False,,16.028652164028593,6.356099432828282,21.08322195470699,6.920614435666604,0.9988421483721964,0.0011578516278035744,0.0,0.0,0,,,,,,,,16.031273268801193,,,0.0,0.0,1.0,0.0,21.094568966048588,21.072327690818454,9.79074676236391,32.418633631465404,0.9991,0.0009
CT-03,CT,CT-3,41.37,-72.89,DEM,Rosa L. DeLauro,False,False,,19.09575601096029,6.356099432828282,24.150325801638687,6.920614435666604,0.9997581475558055,0.00024185244419450136,0.0,0.0,0,,,,,,,,19.63963073577966,,,0.0,0.0,1.0,0.0,24.131973554442222,24.15338792376502,12.629369722581162,35.614302094571705,0.9997,0.0003
CT-04,CT,CT-4,41.19,-73.4,DEM,Jim Himes,False,False,,22.890814693696313,6.356099432828282,27.94538448437471,6.920614435666604,0.9999730446337897,2.6955366210335008e-05,0.0,0.0,0,,,,,,,,24.10440565664557,,,0.0,0.0,1.0,0.0,27.91155033917483,27.93398879431041,16.545298979604652,39.25727055908406,0.99998,2e-05
CT-05,CT,CT-5,41.69,-73.22,DEM,Jahana Hayes,False,False,,6.043984704701859,6.356099432828282,11.098554495380256,6.920614435666604,0.9456093463819351,0.054390653618064944,0.0,0.0,0,,,,,,,,4.284605669593269,,,0.0,0.0,1.0,0.0,11.057426206327358,11.08157404982915,-0.2682307209195689,22.321593006915737,0.945,0.055
DE-AL,DE,DE-AL,38.99,-75.45,DEM,Sarah McBride,False,False,,15.76869393366633,6.356099432828282,20.823263724344727,6.920614435666604,0.9986889150949436,0.001311084905056381,0.0,0.0,0,,,,,,,,15.725440056610296,,,0.0,0.0,1.0,0.0,20.756128626616498,20.719986988103166,9.435457684729105,32.194813576547595,0.99894,0.00106
FL-01,FL,FL-1,30.61,-86.83,REP,Matt Gaetz,False,False,,-24.859330106743208,6.356099432828282,-19.80476031606481,6.920614435666604,0.00210684127147609,0.9978931587285239,0.0,0.0,0,,,,,,,,-32.07223528504799,,,0.0,0.0,1.0,0.0,-19.8128897118772,-19.801198224749452,-31.19820979696382,-8.341521558717943,0.0021,0.9979
FL-02,FL,FL-2,30.26,-84.78,REP,Neal Dunn,True,False,,-17.382383728850353,6.356099432828282,-12.327813938171957,6.920614435666604,0.037430271076917876,0.9625697289230821,0.0,0.0,0,,,,,,,,-23.27582778164463,,,1.0,0.0,1.0,0.0,-12.328546361310496,-12.280290057685605,-23.675444009945693,-1.0509622605927664,0.03586,0.96414
FL-03,FL,FL-3,29.78,-82.73,REP,Kat Cammack,False,False,,-17.333775941708033,6.356099432828282,-12.279206151029637,6.920614435666604,0.038007248561848894,0.9619927514381511,0.0,0.0,0,,,,,,,,-23.218642149712487,,,0.0,0.0,1.0,0.0,-12.274337734422891,-12.294152119518952,-23.516892581965163,-0.9438419027008839,0.0374,0.9626
FL-04,FL,FL-4,30.33,-81.78,REP,Aaron Bean,False,False,likely_rep,-12.02007733726209,3.672719778153187,-6.965507546583694,4.580805031432202,0.0641818935467584,0.9358181064532416,0.0,0.0,0,,,,,,,,-14.539142259629749,,,0.0,1.0,1.0,0.0,-6.951269579106293,-6.940826991346527,-14.546170381244679,0.6022536289083985,0.0652,0.9348
FL-05,FL,FL-5,30.1,-81.46,REP,John Rutherford,False,False,,-19.828292272828612,6.356099432828282,-14.773722482150216,6.920614435666604,0.016391067681416294,0.9836089323185837,0.0,0.0,0,,,,,,,,-26.153367245148463,,,0.0,0.0,1.0,0.0,-14.76334999981708,-14.776912030432973,-26.228438240871014,-3.3737595028924603,0.01616,0.98384
FL-06,FL,FL-6,29.34,-81.59,REP,Michael Waltz,False,False,,-25.707759246262352,6.356099432828282,-20.653189455583956,6.920614435666604,0.001421139869327015,0.998578860130673,0.0,0.0,0,,,,,,,,-33.07038721389404,,,0.0,0.0,1.0,0.0,-20.69124257589898,-20.678393403246716,-32.094936232801174,-9.370937387047938,0.00132,0.99868
FL-07,FL,FL-7,28.86,-81.08,REP,Cory Mills,True,False,lean_rep,-8.899717127662454,4.159080142189835,-3.8451473369840574,4.979242090551011,0.2199874896626819,0.7800125103373181,0.0,0.0,0,,,,,,,,-13.052912379728127,,,1.0,1.0,1.0,0.0,-3.8600635525889566,-3.876335821250804,-12.097408945688253,4.332776704290387,0.22002,0.77998
FL-08,FL,FL-8,28.15,-80.68,REP,Mike Haridopolos,False,False,,-18.4033504959393,6.356099432828282,-13.348780705260904,6.920614435666604,0.02687516000403367,0.9731248399959663,0.0,0.0,0,,,,,,,,-24.476965154690447,,,0.0,0.0,1.0,0.0,-13.32518002537648,-13.27695296142631,-24.79244886543069,-1.924009556945185,0.02766,0.97234
FL-09,FL,FL-9,28.12,-81.17,DEM,Darren Soto,False,False,likely_rep,-4.247709367926464,3.672719778153187,0.8068604227519325,4.580805031432202,0.5699078008017467,0.43009219919825326,0.0,0.0,0,,,,,,,,12.847589321500584,,,0.0,1.0,1.0,0.0,0.8208579016542508,0.7918656858429178,-6.659922992749784,8.411715282596104,0.56894,0.43106
FL-10,FL,FL-10,28.54,-81.29,DEM,Maxwell Frost,False,False,,23.437681662183365,6.356099432828282,28.492251452861762,6.920614435666604,0.999980809180463,1.9190819537051595e-05,0.0,0.0,0,,,,,,,,24.74777856074798,,,0.0,0.0,1.0,0.0,28.497164071148823,28.53745843223264,17.10288244549188,39.84896166602857,0.99994,6e-05
FL-11,FL,FL-11,28.58,-81.85,REP,Daniel Webster,True,False,likely_rep,-13.783064017044492,3.672719778153187,-8.728494226366095,4.580805031432202,0.028360810731809405,0.9716391892681906,0.0,0.0,0,,,,,,,,-20.75120570937863,,,1.0,1.0,1.0,0.0,-8.73748105778239,-8.728079754233075,-16.284881587322193,-1.1938750705458578,0.02798,0.97202
FL-12,FL,FL-12,28.59,-82.56,REP,Gus Bilirakis,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-42.07761985555216,,,0.0,0.0,1.0,0.0,-26.551555670582,-26.52506823269092,-37.94357036233093,-15.29227562111251,4e-05,0.99996
FL-13,FL,FL-13,27.92,-82.83,REP,Anna Luna,False,False,lean_rep,-7.660359692344921,4.159080142189835,-2.6057899016665242,4.979242090551011,0.3003720945116828,0.6996279054883172,0.0,0.0,0,,,,,,,,-9.647541342093367,,,0.0,1.0,1.0,0.0,-2.614044540318694,-2.5936756321388272,-10.801207270947133,5.563238467246072,0.30086,0.69914
FL-14,FL,FL-14,27.88,-82.54,DEM,Kathy Castor,False,False,tossup,6.293397364070272,4.705653698879759,11.34796715474867,5.44408678300941,0.9814407107911186,0.01855928920888139,0.0,0.0,0,,,,,,,,15.58542423768207,,,0.0,1.0,1.0,0.0,11.347374263304111,11.330267430345828,2.4219139077030922,20.287216724929397,0.98108,0.01892
FL-15,FL,FL-15,28.11,-82.22,REP,Laurel Lee,False,False,,-8.103416244537692,6.356099432828282,-3.048846453859296,6.920614435666604,0.3297709853487383,0.6702290146512617,0.0,0.0,0,,,,,,,,-12.359395447159145,,,0.0,0.0,1.0,0.0,-3.0803066405104347,-3.065720563681284,-14.48565609066745,8.19006117606072,0.32982,0.67018
FL-16,FL,FL-16,27.57,-82.38,REP,Vern Buchanan,True,False,likely_rep,-13.274082416395432,3.672719778153187,-8.219512625717035,4.580805031432202,0.03637961664509348,0.9636203833549065,0.0,0.0,0,,,,,,,,-18.957757106365385,,,1.0,1.0,1.0,0.0,-8.23958480867177,-8.26775235336258,-15.704650823201453,-0.7306263077858052,0.03576,0.96424
FL-17,FL,FL-17,27.0,-82.16,REP,Greg Steube,False,False,,-21.234863038058457,6.356099432828282,-16.18029324738006,6.920614435666604,0.009694011246757728,0.9903059887532423,0.0,0.0,0,,,,,,,,-27.808156380712987,,,0.0,0.0,1.0,0.0,-16.183015446784015,-16.133395188040808,-27.614637819925402,-4.8820401578536545,0.00936,0.99064
FL-18,FL,FL-18,27.27,-81.39,REP,Scott Franklin,False,False,,-23.61336773607843,6.356099432828282,-18.558797945400034,6.920614435666604,0.0036627939269260334,0.996337206073074,0.0,0.0,0,,,,,,,,-30.606397201912955,,,0.0,0.0,1.0,0.0,-18.600474220097148,-18.596875076340524,-29.969249874703596,-7.201980741654684,0.00368,0.99632
FL-19,FL,FL-19,26.4,-81.97,REP,Byron Donalds,True,False,,-25.335899932562505,6.356099432828282,-20.28133014188411,6.920614435666604,0.0016917155066045186,0.9983082844933955,0.0,0.0,0,,,,,,,,-32.632905668364806,,,1.0,0.0,1.0,0.0,-20.313134123400822,-20.32844337604388,-31.692040288073297,-8.950921170604849,0.00182,0.99818
FL-20,FL,FL-20,26.45,-80.58,DEM,Sheila Cherfilus-McCormick,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,40.0,,,0.0,0.0,1.0,0.0,41.44972078515771,41.46940715585261,30.033958472434183,52.82863799131062,1.0,0.0
FL-21,FL,FL-21,27.14,-80.38,REP,Brian Mast,False,False,,-17.69935697635902,6.356099432828282,-12.644787185680624,6.920614435666604,0.0338409280481502,0.9661590719518498,0.0,0.0,0,,,,,,,,-23.648737484596,,,0.0,0.0,1.0,0.0,-12.68315656558067,-12.668612477214808,-24.05450645916711,-1.3231791258791106,0.03292,0.96708
FL-22,FL,FL-22,26.57,-80.12,DEM,Lois Frankel,True,False,tossup,3.6498903092173154,4.705653698879759,8.704460099895712,5.44408678300941,0.9450767457544706,0.05492325424552935,0.0,0.0,0,,,,,,,,9.911245829426264,,,1.0,1.0,1.0,0.0,8.68827148915968,8.671897152963812,-0.2669071273721619,17.647960649639185,0.9449,0.0551
FL-23,FL,FL-23,26.28,-80.13,DEM,Jared Moskowitz,True,False,,6.558773962573201,6.356099432828282,11.613343753251598,6.920614435666604,0.9533342457687929,0.04666575423120711,0.0,0.0,0,,,,,,,,4.890240090618377,,,1.0,0.0,1.0,0.0,11.578101212035305,11.616054285802868,0.2076625385566714,22.830853376696975,0.95338,0.04662
FL-24,FL,FL-24,25.88,-80.16,DEM,Frederica Wilson,True,False,,33.412309199751654,6.356099432828282,38.46687899043005,6.920614435666604,0.9999999863795697,1.3620430339145173e-08,0.0,0.0,0,,,,,,,,36.48263448729891,,,1.0,0.0,1.0,0.0,38.48957358141668,38.48526915762703,27.13281130832088,49.798657683503656,1.0,0.0
FL-25,FL,FL-25,26.05,-80.27,DEM,Debbie Wasserman Schultz,True,False,tossup,3.2050586269183485,4.705653698879759,8.259628417596744,5.44408678300941,0.9353886552640533,0.06461134473594665,0.0,0.0,0,,,,,,,,8.956433046772538,,,1.0,1.0,1.0,0.0,8.25122952832693,8.223673129299987,-0.7133522569906374,17.23874121806887,0.93576,0.06424
FL-26,FL,FL-26,26.04,-81.16,REP,Mario Diaz-Balart,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-41.83451910236359,,,0.0,0.0,1.0,0.0,-26.61341078419539,-26.640394838153952,-37.937754652998734,-15.23977243471654,0.00012,0.99988
FL-27,FL,FL-27,25.66,-80.24,REP,Maria Salazar,False,False,lean_rep,-11.701407251636667,4.159080142189835,-6.64683746095827,4.979242090551011,0.09095298763042714,0.9090470123695729,0.0,0.0,0,,,,,,,,-20.7510905910564,,,0.0,1.0,1.0,0.0,-6.64583566439419,-6.637630132175637,-14.853212561285847,1.6481867971076172,0.09178,0.90822
FL-28,FL,FL-28,25.13,-81.2,REP,Carlos Gimenez,False,False,,-22.36008443443448,6.356099432828282,-17.305514643756084,6.920614435666604,0.0061995958142375684,0.9938004041857624,0.0,0.0,0,,,,,,,,-29.131946258802422,,,0.0,0.0,1.0,0.0,-17.315567316236752,-17.334065198638207,-28.759416236583252,-5.884717880654137,0.0072,0.9928
GA-01,GA,GA-1,31.42,-81.81,REP,"Earl L. ""Buddy"" Carter",True,False,,-17.971493090591714,6.356099432828282,-12.916923299913318,6.920614435666604,0.03098979750211761,0.9690102024978824,0.0,0.0,0,,,,,,,,-23.968897618987405,,,1.0,0.0,1.0,0.0,-12.9561808741037,-12.912018182139803,-24.366895668557856,-1.6163142670254658,0.03008,0.96992
GA-02,GA,GA-2,31.77,-84.4,DEM,Sanford Bishop,False,False,,13.160995456985756,6.356099432828282,18.215565247664152,6.920614435666604,0.995756723839453,0.004243276160546983,0.0,0.0,0,,,,,,,,12.657559495809616,,,0.0,0.0,1.0,0.0,18.202796368695783,18.197940226129347,6.832707459953559,29.580578886759618,0.9958,0.0042
GA-03,GA,GA-3,33.2,-84.77,REP,Brian Jack,False,False,,-25.317237520015997,6.356099432828282,-20.2626677293376,6.920614435666604,0.0017064569447153843,0.9982935430552846,0.0,0.0,0,,,,,,,,-32.610949888898325,,,0.0,0.0,1.0,0.0,-20.276916784761134,-20.307076881100322,-31.59294893247604,-8.939408637852013,0.00168,0.99832
GA-04,GA,GA-4,33.83,-84.19,DEM,"Henry 'Hank' Johnson, Jr.",False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,51.16643207267908,,,0.0,0.0,1.0,0.0,41.5083738212679,41.49627751835651,30.120690060072047,52.83841482284315,1.0,0.0
GA-05,GA,GA-5,33.7,-84.38,DEM,Nikema Williams,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,71.35741116293414,,,0.0,0.0,1.0,0.0,41.42982080726527,41.41437509192876,30.043387920222603,52.74288028069485,1.0,0.0
GA-06,GA,GA-6,33.7,-84.59,DEM,Lucy McBath,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,49.36646753078698,,,0.0,0.0,1.0,0.0,41.4282728841476,41.42684949512713,30.029460070574732,52.911832770493895,1.0,0.0
GA-07,GA,GA-7,34.34,-84.14,REP,Rich McCormick,False,False,,-22.846072046842735,6.356099432828282,-17.79150225616434,6.920614435666604,0.005073223438960994,0.994926776561039,0.0,0.0,0,,,,,,,,-29.70369639104743,,,0.0,0.0,1.0,0.0,-17.823964681037463,-17.82147755352725,-29.18510635887791,-6.449733011676765,0.0049,0.9951
GA-08,GA,GA-8,31.73,-83.3,REP,Austin Scott,False,False,,-29.756311094329263,6.356099432828282,-24.701741303650866,6.920614435666604,0.0001789689472662115,0.9998210310527338,0.0,0.0,0,,,,,,,,-37.8333893880904,,,0.0,0.0,1.0,0.0,-24.715840620168695,-24.695837355939567,-36.17465870221185,-13.341748209819853,0.00012,0.99988
GA-09,GA,GA-9,34.6,-83.82,REP,Andrew Clyde,False,False,,-29.90613548286918,6.356099432828282,-24.851565692190782,6.920614435666604,0.00016473876635247908,0.9998352612336475,0.0,0.0,0,,,,,,,,-38.00965337460795,,,0.0,0.0,1.0,0.0,-24.85735109256896,-24.859806683792506,-36.135457869480945,-13.451756465183294,0.0002,0.9998
GA-10,GA,GA-10,33.72,-83.33,REP,Mike Collins,True,False,,-19.7860908949479,6.356099432828282,-14.731521104269504,6.920614435666604,0.016641882307180222,0.9833581176928198,0.0,0.0,0,,,,,,,,-26.1037185652888,,,1.0,0.0,1.0,0.0,-14.75991604025026,-14.7497077774383,-26.259407753262938,-3.37643800910093,0.01674,0.98326
GA-11,GA,GA-11,34.31,-84.7,REP,Barry Loudermilk,True,False,,-27.022580849150476,6.356099432828282,-21.96801105847208,6.920614435666604,0.0007510274572471998,0.9992489725427528,0.0,0.0,0,,,,,,,,-34.6172361584683,,,1.0,0.0,1.0,0.0,-22.010462491403707,-21.99565704433713,-33.348320541899426,-10.531770309276734,0.00078,0.99922
GA-12,GA,GA-12,32.77,-82.28,REP,Rick W. Allen,False,False,,-15.140609432052182,6.356099432828282,-10.086039641373786,6.920614435666604,0.07250427092973122,0.9274957290702688,0.0,0.0,0,,,,,,,,-20.63844625599972,,,0.0,0.0,1.0,0.0,-10.108680001095678,-10.11347613272537,-21.51436530147399,1.31219775062994,0.07248,0.92752
GA-13,GA,GA-13,33.67,-84.09,DEM,David Scott,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,43.66835182534001,,,0.0,0.0,1.0,0.0,41.44801099442303,41.48107524098417,29.996027940462366,52.75730559451182,1.0,0.0
GA-14,GA,GA-14,34.47,-85.12,REP,Marjorie Taylor Greene,False,False,,-22.0248811066392,6.356099432828282,-16.970311315960803,6.920614435666604,0.007100481802584491,0.9928995181974155,0.0,0.0,0,,,,,,,,-28.73758940257268,,,0.0,0.0,1.0,0.0,-17.01467469999061,-17.004753305369906,-28.43791021618184,-5.604108185636327,0.00676,0.99324
HI-01,HI,HI-1,21.33,-157.88,DEM,Ed Case,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,43.68312847207034,,,0.0,0.0,1.0,0.0,41.474051785157876,41.51211773579689,30.037594975876832,52.769107046941755,1.0,0.0
HI-02,HI,HI-2,21.02,-157.95,DEM,Jill Tokuda,False,False,,34.32427804202486,6.356099432828282,39.37884783270326,6.920614435666604,0.9999999936509961,6.34900387819215e-09,0.0,0.0,0,,,,,,,,37.555539007620325,,,0.0,0.0,1.0,0.0,39.36541538912507,39.33465994131245,28.08498832557096,50.707224536938554,1.0,0.0
IA-01,IA,IA-1,41.46,-91.75,REP,Mariannette Miller-Meeks,False,False,lean_dem,0.3550591270833654,4.159080142189835,5.409628917761761,4.979242090551011,0.8613569761840885,0.13864302381591154,0.0,0.0,0,,,,,,,,-0.1934104877381557,,,0.0,1.0,1.0,0.0,5.394232209358846,5.3897741141434725,-2.8055193023519354,13.569184908334535,0.86088,0.13912
IA-02,IA,IA-2,42.68,-92.18,REP,Ashley Hinson,True,False,tossup,-8.318545296898922,4.705653698879759,-3.2639755062205253,5.44408678300941,0.2744047252751185,0.7255952747248815,0.0,0.0,0,,,,,,,,-15.778505507591548,,,1.0,1.0,1.0,0.0,-3.3068800540638414,-3.30711133164977,-12.259721911942657,5.627679091494607,0.27088,0.72912
IA-03,IA,IA-3,41.14,-93.97,REP,Zach Nunn,False,False,lean_dem,-0.9698259751200085,4.159080142189835,4.084743815558388,4.979242090551011,0.7939929862718298,0.2060070137281702,0.0,0.0,0,,,,,,,,-3.833785109835127,,,0.0,1.0,1.0,0.0,4.071843449726172,4.050293158790074,-4.061603758785895,12.225999507161939,0.79712,0.20288
IA-04,IA,IA-4,42.47,-94.95,REP,Randy Feenstra,True,False,,-26.869684381323356,6.356099432828282,-21.81511459064496,6.920614435666604,0.0008102447391595824,0.9991897552608404,0.0,0.0,0,,,,,,,,-34.43735796102463,,,1.0,0.0,1.0,0.0,-21.81885468405336,-21.82235499185588,-33.14910385446242,-10.484942710823018,0.00082,0.99918
ID-01,ID,ID-1,45.31,-116.03,REP,Russ Fulcher,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-47.22940594389655,,,0.0,0.0,1.0,0.0,-26.541473677632197,-26.55711806151574,-37.972877912608084,-15.134670670148918,0.0001,0.9999
ID-02,ID,ID-2,43.46,-113.36,REP,Mike Simpson,False,False,,-25.579080539059436,6.356099432828282,-20.52451074838104,6.920614435666604,0.0015099429999408942,0.9984900570000591,0.0,0.0,0,,,,,,,,-32.91900049953767,,,0.0,0.0,1.0,0.0,-20.524692592291174,-20.5446037646983,-31.86496177582394,-9.104809601809203,0.00152,0.99848
IL-01,IL,IL-1,41.41,-87.95,DEM,Jonathan L. Jackson,False,False,,29.351245457970183,6.356099432828282,34.40581524864858,6.920614435666604,0.9999996678108695,3.3218913053634225e-07,0.0,0.0,0,,,,,,,,31.70491243814424,,,0.0,0.0,1.0,0.0,34.399697323933445,34.407099882615206,23.007336406545257,45.81063006080994,1.0,0.0
IL-02,IL,IL-2,40.77,-87.95,DEM,Robin Kelly,True,False,,32.25463095752952,6.356099432828282,37.309200748207914,6.920614435666604,0.9999999649714046,3.5028595357644576e-08,0.0,0.0,0,,,,,,,,35.12066008468464,,,1.0,0.0,1.0,0.0,37.28962872777965,37.292588620749726,25.980431381752176,48.667336535852705,1.0,0.0
IL-03,IL,IL-3,41.92,-88.06,DEM,Delia Ramirez,False,False,,31.79343748981528,6.356099432828282,36.848007280493675,6.920614435666604,0.9999999493520807,5.064791930298185e-08,0.0,0.0,0,,,,,,,,34.57807953443259,,,0.0,0.0,1.0,0.0,36.81488291942896,36.86854782017573,25.44620401330225,48.23097479539287,1.0,0.0
IL-04,IL,IL-4,41.83,-87.81,DEM,"Jesus ""Chuy"" Garcia",True,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,42.42944609692026,,,1.0,0.0,1.0,0.0,41.420874026809514,41.40308423095637,30.050447129370422,52.85809413844807,1.0,0.0
IL-05,IL,IL-5,42.08,-87.98,DEM,Mike Quigley,False,False,,34.653193647760595,6.356099432828282,39.70776343843899,6.920614435666604,0.9999999951988094,4.801190556236179e-09,0.0,0.0,0,,,,,,,,37.94249854378002,,,0.0,0.0,1.0,0.0,39.72265278687008,39.76039551507208,28.247055786909407,51.12227985441584,1.0,0.0
IL-06,IL,IL-6,41.74,-87.89,DEM,Sean Casten,False,False,,9.555872781653306,6.356099432828282,14.610442572331703,6.920614435666604,0.98262021136085,0.017379788639150018,0.0,0.0,0,,,,,,,,8.416238701300855,,,0.0,0.0,1.0,0.0,14.63746533786777,14.643179871658141,3.187550019582563,26.079361946322763,0.9821,0.0179
IL-07,IL,IL-7,41.86,-87.75,DEM,Danny K. Davis,True,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,66.59400912339049,,,1.0,0.0,1.0,0.0,41.446567836507214,41.445091733365444,30.108702283917538,52.9551472587236,1.0,0.0
IL-08,IL,IL-8,42.03,-88.2,DEM,Raja Krishnamoorthi,True,False,,14.396523367052039,6.356099432828282,19.451093157730433,6.920614435666604,0.997527554808096,0.002472445191904038,0.0,0.0,0,,,,,,,,14.111121742946423,,,1.0,0.0,1.0,0.0,19.4273877018907,19.444053670560663,8.09946318347201,30.828317370237837,0.99754,0.00246
IL-09,IL,IL-9,42.14,-88.0,DEM,Janice D. Schakowsky,True,False,,33.66383101508822,6.356099432828282,38.71840080576662,6.920614435666604,0.9999999889465007,1.1053499338053996e-08,0.0,0.0,0,,,,,,,,36.77854250534193,,,1.0,0.0,1.0,0.0,38.76454623780098,38.723696021175414,27.38434089990008,50.141896958955506,1.0,0.0
IL-10,IL,IL-10,42.35,-88.05,DEM,Brad Schneider,False,False,,19.364786336921046,6.356099432828282,24.419356127599443,6.920614435666604,0.9997910353862235,0.00020896461377650777,0.0,0.0,0,,,,,,,,19.956137001615843,,,0.0,0.0,1.0,0.0,24.426942810442107,24.443834799690265,13.054177201839744,35.82521861550461,0.9999,0.0001
IL-11,IL,IL-11,42.07,-88.46,DEM,Bill Foster,False,False,,11.906945321972175,6.356099432828282,16.961515112650574,6.920614435666604,0.9928743973757769,0.007125602624223126,0.0,0.0,0,,,,,,,,11.182206395793642,,,0.0,0.0,1.0,0.0,16.948677066668278,16.910157600242933,5.602326998466396,28.35222890284416,0.99278,0.00722
IL-12,IL,IL-12,38.3,-88.77,REP,Mike Bost,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-48.38546469402578,,,0.0,0.0,1.0,0.0,-26.510440650050416,-26.522843646140487,-37.91783288431628,-14.974426805369783,8e-05,0.99992
IL-13,IL,IL-13,39.43,-89.56,DEM,Nikki Budzinski,False,False,,16.1933751313138,6.356099432828282,21.247944921992197,6.920614435666604,0.9989305646792357,0.0010694353207643115,0.0,0.0,0,,,,,,,,16.225064995019082,,,0.0,0.0,1.0,0.0,21.233362657077667,21.231745125826954,9.833456846118386,32.619471059008184,0.99892,0.00108
IL-14,IL,IL-14,41.57,-88.74,DEM,Lauren Underwood,False,False,,11.07849895046002,6.356099432828282,16.133068741138416,6.920614435666604,0.9901275727775614,0.00987242722243864,0.0,0.0,0,,,,,,,,10.207563605779342,,,0.0,0.0,1.0,0.0,16.118084497844922,16.122154750544084,4.724182400995976,27.54886495203909,0.98992,0.01008
